siteID,ELEV_MEAN_M_BASIN,ELEV_MAX_M_BASIN,ELEV_MIN_M_BASIN,ELEV_MEDIAN_M_BASIN,ELEV_STD_M_BASIN,ELEV_SITE_M,RRMEAN,SLOPE_PCT,ASPECT_DEGREES,PPTAVG_BASIN,PPTAVG_SITE,T_AVG_BASIN,T_AVG_SITE,T_MAX_BASIN,T_MAXSTD_BASIN,T_MAX_SITE,T_MIN_BASIN,T_MINSTD_BASIN,T_MIN_SITE,RH_BASIN,RH_SITE,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,JAN_PPT7100_CM,FEB_PPT7100_CM,MAR_PPT7100_CM,APR_PPT7100_CM,MAY_PPT7100_CM,JUN_PPT7100_CM,JUL_PPT7100_CM,AUG_PPT7100_CM,SEP_PPT7100_CM,OCT_PPT7100_CM,NOV_PPT7100_CM,DEC_PPT7100_CM,JAN_TMP7100_DEGC,FEB_TMP7100_DEGC,MAR_TMP7100_DEGC,APR_TMP7100_DEGC,MAY_TMP7100_DEGC,JUN_TMP7100_DEGC,JUL_TMP7100_DEGC,AUG_TMP7100_DEGC,SEP_TMP7100_DEGC,OCT_TMP7100_DEGC,NOV_TMP7100_DEGC,DEC_TMP7100_DEGC,STREAMS_KM_SQ_KM,MAINSTEM_SINUOUSITY,BFI_AVE,TOPWET,CONTACT,RUNAVE7100,WB5100_JAN_MM,WB5100_FEB_MM,WB5100_MAR_MM,WB5100_APR_MM,WB5100_MAY_MM,WB5100_JUN_MM,WB5100_JUL_MM,WB5100_AUG_MM,WB5100_SEP_MM,WB5100_OCT_MM,WB5100_NOV_MM,WB5100_DEC_MM,WB5100_ANN_MM,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,RIP100_DEV,RIP100_FOREST,RIP100_PLANT,RIP100_11,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,GEOL_REEDBUSH_DOM_PCT
s1973,324.5,360,298,323,14.6,298,0.427,3.8,241,139.32,138.91,15.05,15.1,21.66,0.09,21.7,9.06,0.056,9.1,68,68,827.9,4,0.082,14.79,12.61,15.39,10.93,11.29,10,11.1,10.83,10.67,9.47,10.78,11.53,4.92,6.61,10.74,15.36,19.71,23.62,25.34,24.88,21.77,15.92,10.57,6.17,0.93,1.25,56.1,11.54,102.7,609,82,92,101,78,50,30,20,13,11,12,25,50,563.8,60.7,30.36,4.59,0.1,44.27,40.05,8.52,0.06,0.14,1.6,1.38,0.29,5.88,59.1,35.63,30.03,34.34,0.27,287.79,100
s1975,333.2,391,276,334,21.4,278,0.498,4.4,223.4,138.91,137.71,15.04,15.1,21.61,0.148,21.9,9,0.083,9.2,68.2,68,826.7,3.9,0.077,14.63,12.57,15.22,10.79,11.25,10.14,11.33,10.84,10.59,9.54,10.7,11.36,4.94,6.56,10.65,15.3,19.64,23.53,25.26,24.79,21.68,15.82,10.47,6.12,0.76,1.35,55.5,12.63,111.3,596.8,80.2,89.8,99.5,76.3,48.9,29.8,20.1,13.5,11,12.5,25.7,48.7,555.9,56.85,32.49,5.21,0.28,43.07,37.91,4.06,0.61,0.13,1.76,1.38,0.28,5.77,58.27,34.55,29.96,35.49,0.26,286.95,100
s1977,303,336,268,304,14.8,268,0.515,3.9,290.1,137.9,137.2,14.76,14.7,21.63,0.101,21.8,8.88,0.099,9,67,67,817.1,3.9,0.068,14.18,12.46,14.98,10.77,11.21,10.15,11.81,11.03,10.97,9.17,10.12,11.05,4.87,6.58,10.77,15.3,19.65,23.6,25.35,24.9,21.79,15.92,10.61,6.2,0.5,1.27,49.5,14.34,232.2,605.7,79.9,90,98,75.1,48.1,29.1,21,13.9,11.9,11,25,48,551,83.2,12.88,1.34,0.86,65.31,24.57,2.93,0.83,0.14,1.59,1.38,0.28,4.4,40.42,35.79,29.93,34.28,0.27,289.88,100
s1985,317.9,414,268,318,19.6,270,0.342,4.1,137.9,137.17,136.46,14.89,14.9,21.75,0.15,22.1,8.95,0.14,9.3,67,67,822.7,4,0.08,14.32,12.54,14.98,10.92,11.27,10.12,12.35,10.54,9.92,8.8,10.53,10.9,4.87,6.61,10.79,15.45,19.78,23.69,25.42,25,21.87,15.97,10.6,6.14,0.59,1.44,49.7,12.07,205,607.5,77.7,89.7,98.1,76.4,49.1,29.5,20.8,13.7,10.2,11.5,24.5,46.7,547.9,76.66,21.37,0.67,0.48,58.97,36.8,0.92,0.33,0.14,1.59,1.38,0.28,3.94,34.55,35.84,29.9,34.26,0.27,292.63,100
s1989,294.3,342,249,294,16.7,249,0.487,4,218.5,136.51,134.61,15.09,15.4,21.97,0.203,22.4,9.43,0.253,9.9,67,67,832,3,0.071,14.17,12.47,14.81,10.64,10.93,10.23,12.24,10.65,10.51,8.84,10.27,10.76,5.2,6.91,11.07,15.61,19.99,23.89,25.6,25.14,22.04,16.19,10.86,6.44,0.6,1.26,48,12.66,205.5,605.4,74,85.9,94,71.5,45.2,28.2,19.2,12.9,10,9.9,24,43.2,518,82.5,16.03,0.12,0.36,71.07,22.69,0.26,0.95,0.14,1.6,1.38,0.28,3.94,34.54,35.82,29.9,34.28,0.27,289.54,100
s1990,301.4,342,254,303,16.8,255,0.539,3.7,255.6,134.36,133.84,15.45,15.6,22.14,0.159,22.5,9.78,0.212,10.1,67.3,68,848.6,2.7,0.073,13.97,12.38,14.59,10.4,10.76,10.11,12.5,10.3,10.04,8.53,10.3,10.51,5.39,7.1,11.24,15.78,20.2,24.07,25.73,25.27,22.18,16.35,10.98,6.54,0.65,1.51,47.5,11.86,177.3,596.8,71,83.9,91.5,69.3,43.3,27.4,18.2,12.2,10,9.5,23.5,41,500.7,78.93,20.07,0.23,0.17,64.27,32.88,0.49,0.18,0.14,1.61,1.38,0.28,3.93,34.49,35.71,29.9,34.39,0.27,289.75,100
s1991,292.1,342,233,293,19.8,244,0.543,4,234.7,135.08,133.58,15.36,15.7,22.12,0.228,22.6,9.7,0.324,10.1,67.2,67,844.7,2.6,0.072,14.06,12.42,14.66,10.49,10.81,10.18,12.47,10.39,10.18,8.6,10.29,10.56,5.36,7.08,11.22,15.77,20.18,24.06,25.73,25.26,22.18,16.34,10.98,6.56,0.57,1.29,47.3,12.45,185.9,603.5,72.2,84.6,92.3,70.2,44.2,27.7,18.6,12.5,10,9.5,23.7,41.7,507.1,82.79,16.16,0.12,0.24,68.78,27.1,0.3,0.53,0.14,1.62,1.38,0.28,3.73,31.89,35.83,29.45,34.72,0.26,290.3,100
s1992,298.3,350,248,300,17.2,249,0.493,4.1,197.2,136.36,135.28,14.97,15.3,21.81,0.215,22.3,9.18,0.26,9.7,67,67,825.7,3.1,0.073,14.09,12.41,14.86,10.66,11.16,10.12,12.14,10.64,10.39,8.85,10.21,10.82,5.04,6.75,10.93,15.46,19.83,23.75,25.48,25.02,21.92,16.06,10.74,6.32,0.58,1.3,47.8,12.28,211,609,75.2,86.9,95,72.9,46.2,28.8,19.5,13,10.2,10.1,24.2,44.2,526.1,80.39,17.94,0.1,0.93,67.05,27.09,0.29,2.47,0.14,1.59,1.38,0.28,3.94,34.55,35.84,29.9,34.26,0.27,290.44,100
s1993,291.3,350,231,294,21,232,0.507,4.4,203,135.84,133.51,15.1,15.7,21.94,0.29,22.6,9.35,0.351,10.1,67,67,832.4,3,0.074,14.1,12.42,14.79,10.62,11.04,10.17,12.33,10.5,10.22,8.71,10.24,10.69,5.16,6.88,11.05,15.59,19.96,23.87,25.58,25.12,22.03,16.16,10.83,6.42,0.58,1.38,47.4,12.44,190.2,609,74.6,86.5,94.7,72.6,45.9,28.7,19.5,13,10.1,10,23.9,43.5,523,74.19,24.27,0.26,0.69,62.43,32.04,1.13,1.81,0.14,1.6,1.38,0.28,3.89,33.99,35.85,29.8,34.35,0.27,290.99,100
s1995,285.7,327,195,286,19.9,242,0.687,4.2,319.1,133.03,133.36,15.97,15.9,22.35,0.135,22.6,10.15,0.047,10.1,67.9,67,876.5,2,0.075,13.95,12.37,14.43,10.29,10.57,10.18,12.98,9.99,9.71,8.16,10.29,10.16,5.69,7.41,11.46,16.07,20.49,24.33,25.94,25.48,22.43,16.58,11.18,6.8,0.44,1.52,45.6,12.49,222.8,496.1,68.9,82,90.5,68.2,43.3,26.9,19.2,12.2,10,9.2,22.1,39.3,491.7,84.55,13.11,0.99,0.1,57.84,37.19,1.69,0,0.13,1.68,1.39,0.26,2.9,21.57,36.06,27.67,36.27,0.24,293.28,100
s2002,333,411,258,335,23.9,258,0.49,5.4,128.3,137.57,137.39,15.56,15.9,22.18,0.189,22.5,9.28,0.212,9.7,67,67,846,2.5,0.094,14.63,12.84,15.25,11.04,11.31,10.49,12.65,9.8,9.63,8.15,10.88,10.89,5.27,7.02,11.1,15.85,20.11,23.87,25.54,25.12,22.11,16.29,10.85,6.4,0.56,1.36,47.2,11.8,129.3,496.5,76.2,88.7,97.9,77.3,51,30.4,22.4,13.6,10.3,11,23.8,45.7,548.2,16.54,59.05,14.42,1.27,7.86,67.68,8.84,3.45,0.13,1.83,1.38,0.28,5.7,57.65,34.05,29.92,36.03,0.26,302.65,100
s2005,367.9,1345,195,331,122.9,212,0.15,6.7,167.9,147.1,133.5,14.94,16.2,21.67,0.817,23.5,8.81,1.077,10,67.8,67,820.4,3.7,0.076,15.45,13.35,15.83,11.23,12.25,10.82,12.6,11.28,10.87,9.76,11.63,12.09,4.96,6.54,10.53,15.16,19.46,23.3,24.99,24.54,21.5,15.66,10.33,6.05,0.73,1.51,56.5,12.14,141,570.2,87.8,99,108.2,84,55.7,35.2,25.8,19.3,16,19.3,34.7,59.1,644,32.14,49.41,9.52,3.31,20.02,53.98,9.37,7.29,0.13,1.88,1.39,0.32,5.27,50.49,32.6,30.94,36.46,0.25,301.28,96.9
s2006,358.7,1345,195,326,121.3,208,0.142,6.5,164.6,145.95,135.03,15.05,16.4,21.8,0.881,23.7,8.91,1.07,9.8,67.8,67,825.8,3.5,0.078,15.31,13.3,15.78,11.2,12.08,10.79,12.59,11.15,10.67,9.57,11.56,12.02,5.08,6.67,10.66,15.28,19.57,23.4,25.08,24.63,21.61,15.77,10.43,6.16,0.74,1.5,55.9,12.12,141.7,563.2,86.5,97.8,107.2,83.2,54.9,34.5,25.2,18.6,15.3,18.3,33.5,57.9,632.9,29.87,50.5,10.26,3.17,18.38,54.97,9.58,7.11,0.13,1.88,1.39,0.32,5.29,51.25,32.67,30.9,36.43,0.25,302.19,97
s2007,349.5,458,280,346,31.8,281,0.391,6.1,105,139.86,138.24,15.81,16.1,22.34,0.253,22.7,9.26,0.22,9.5,67.7,67,859.5,2.2,0.105,14.49,13.21,16.01,11.74,10.55,11.22,12.65,9.74,9.16,7.98,11.33,11.84,5.86,7.57,11.48,15.98,20.25,23.76,25.52,25.06,22.19,16.51,11.17,7.02,0.66,1.67,51.7,11.77,78.5,496.7,79,91.4,102.8,80,49.4,29.6,19.6,11.8,9.8,9.8,23.5,50.8,557.4,2.96,73.7,10.19,0.15,1.3,81.14,6.07,0.25,0.13,2.58,1.41,0.32,5.78,47.52,32.89,32.54,34.57,0.25,317.25,100
s2008,241.5,305,195,241,21.2,196,0.422,4,211.5,133.1,134.15,16.52,16.6,23.46,0.168,23.8,10.25,0.074,10.2,67.2,67,894.5,1.4,0.095,13.67,12.66,15,10.66,10.25,10.21,12.65,9.92,8.71,7.56,10.55,11.28,6.68,8.33,12.28,16.67,20.97,24.71,26.22,25.77,22.95,17.15,11.7,7.58,0.89,1.33,48.8,12.83,221.8,495.8,70.5,83.5,95.7,74,45.9,28,19.9,12.4,9.1,9,20.1,44,512.2,8.08,60.74,15.4,1.66,4.51,54.39,8.79,4.63,0.14,1.62,1.38,0.28,5.87,58.99,35.49,30.02,34.49,0.27,309.22,100
s2040,208.4,419,75,220,55.7,80,0.388,3.4,147.5,126.32,118.33,17.14,18.4,23.99,0.682,25.1,10.83,0.483,12,68.3,70,923.5,0.9,0.084,12.96,11.95,14.26,9.77,9.04,9.83,12.74,9.76,8.49,7.08,9.76,10.67,7.46,9.1,13,17.27,21.59,25.18,26.62,26.23,23.53,17.9,12.53,8.37,0.86,1.72,51.2,12.59,163.6,408.3,53.7,69.1,81.5,59.6,35.9,21.5,18.2,11,8.2,6.8,13.3,31.5,410.3,10.2,55.1,16.58,1.02,5.09,54.97,7.82,2.95,0.12,2.84,1.44,0.37,5.5,57.2,29.23,26.53,44.24,0.22,303.58,81.8
s2042,111.3,153,74,109,16.6,80,0.472,1.7,117.1,124.27,123.23,18.05,18.6,25.07,0.149,25.3,12.15,0.172,12.4,72.7,73,968.5,0,0.077,13.87,11.71,13.29,8.92,8.61,10.79,13.47,9.43,8.74,6.08,9.25,10.12,8.96,10.6,14.45,18.55,22.78,26.11,27.25,26.99,24.59,19.11,13.85,9.9,0.84,1.38,59.5,12.87,171.6,389.6,46.8,62.6,68.8,48.2,28.4,17.7,15.8,9.7,7.9,5.9,10,23.5,345.3,5.23,32.29,43.08,0.52,2.86,35.07,21.35,2.22,0.12,3.21,1.52,0.35,4.63,60,28.51,18.28,53.2,0.16,346.64,100
s2049,157,419,36,143,70,36,0.316,2.5,168.4,126.52,135.04,17.75,19.4,24.57,0.803,26,11.55,0.892,13,70.8,75,953.3,0.5,0.079,13.49,11.89,13.97,9.4,8.93,10.53,13.22,9.83,8.71,6.63,9.55,10.37,8.31,9.95,13.8,17.96,22.2,25.63,26.94,26.62,24.09,18.56,13.28,9.24,0.79,1.68,53.8,12.76,172.5,404.9,50.4,66,75.8,54.3,32.5,20,17.2,10.4,8.1,6.4,12,27.4,380.5,8.54,48.3,23.84,0.92,4.31,49.54,11.86,2.74,0.12,3.31,1.49,0.41,4.9,58.57,27.12,22.56,50.32,0.19,335.47,90.8
s2057,137.9,419,23,121,71.6,24,0.29,2.2,169.8,128.31,140.85,18.04,19.6,24.8,0.834,26.1,11.81,0.922,13,71.6,73,966.7,0.4,0.077,13.74,11.98,14.07,9.45,9.09,11.01,13.61,9.98,8.89,6.62,9.51,10.37,8.66,10.3,14.12,18.23,22.41,25.77,27.01,26.73,24.29,18.81,13.58,9.6,0.74,1.68,54,12.87,184.2,409.9,50.8,66.2,75.2,53.9,32.4,20.2,17.3,10.5,8.5,6.9,12,27.2,381.2,7.54,45.45,27.07,0.82,3.98,47.41,12.54,2.65,0.12,3.44,1.5,0.42,4.72,58.92,26.52,21.45,52.03,0.18,356.65,93
s2066,154.8,1345,0,121,116.4,1,0.115,3,169,135.65,157.6,17.72,19.7,24.45,1.376,26.2,11.41,1.409,13.4,70.7,71,950.5,0.8,0.071,14.18,12.36,14.85,10.05,9.85,11.55,14.19,10.63,9.78,7.27,10.13,10.83,8.24,9.89,13.71,17.83,21.99,25.41,26.7,26.4,23.96,18.42,13.22,9.25,0.76,1.38,54.1,12.76,185.7,476.7,59.8,73.5,82.9,61.2,37.7,23.9,20,13.3,12,10.7,17.4,35.5,448.2,10.01,48,20.5,1.91,5.72,51.18,9.83,4.53,0.12,3.32,1.48,0.46,4.78,57.87,26.68,23.17,50.15,0.2,374.03,89.7
s2115,589.4,1229,370,554,138.3,374,0.255,15,233.6,165.34,157.93,13.24,14,20.57,0.521,21.3,7.01,0.841,8.1,68.3,69,742.4,6.1,0.095,17.7,15.37,17.64,13.1,13.34,12.55,13.61,12.25,10.76,10.72,14.28,14.38,3.61,5.16,8.83,13.54,17.64,21.54,23.34,22.94,19.98,14.3,8.99,4.94,0.93,2.06,64.9,11.2,31,646.1,110,124.3,133,107.4,75.2,50.3,37.3,27.3,23.8,33.9,59.3,89.8,871.4,6.83,85.88,5.05,0.12,8.77,80.36,7.83,0.41,0.14,2.85,1.41,0.64,5.63,42.45,18.53,35.49,45.98,0.22,321.33,100
s2116,579.9,1120,387,531,139.2,411,0.263,16.4,175.2,175.64,158.47,13.42,14,20.18,0.859,21.2,7.58,0.687,7.9,68.8,69,750.3,5.7,0.11,18.78,16.46,19.57,13.6,13.41,13.31,14.01,11.27,12.31,11.19,15.09,16.1,3.24,4.86,8.67,13.65,17.85,21.74,23.58,23.2,20.2,14.51,8.86,4.65,0.99,1.32,59.9,10.98,27.6,644.6,109.3,122.8,130.4,105.6,73.6,50,37.2,26.5,25,33.8,59.4,89,862.5,2.88,92.99,2.71,0.19,4.09,86.66,7.25,0.69,0.14,2.68,1.41,0.62,5.7,40.73,19.01,35.43,45.56,0.22,339.4,100
s2127,344.9,1279,192,256,194.1,208,0.141,9.3,220.6,150.13,137.26,14.53,15.1,21.15,1.195,22.2,8.41,0.607,9,69.6,70,816.7,4.9,0.086,15.24,13.47,16.89,11.4,11.88,11.61,12.52,10.05,11.89,9.28,12.68,13.21,3.72,5.55,9.68,14.72,19.14,23.09,24.99,24.57,21.4,15.32,9.51,5.07,1.04,3.27,50,12.1,201.1,644.1,89.8,103.1,112.2,88,59.3,38.1,28.4,18.7,20.2,21.9,42.9,68.3,690.9,11.87,61.48,18.03,0.38,9.46,60.81,19.51,0.82,0.14,1.69,1.43,0.51,5.35,45.45,29.57,44.39,26.04,0.29,298.52,100
s2145,428.2,1141,261,396,118.9,264,0.19,9.3,159,154.94,142.98,14.22,14.9,21.06,0.538,22.1,8.33,0.783,9.2,68.7,68,787.3,4.8,0.082,16.32,13.79,16.79,12.25,12.6,11.16,12.47,12.1,11.06,10.67,12.47,13.31,4.37,5.92,9.86,14.55,18.78,22.66,24.4,23.98,20.92,15.09,9.79,5.58,1.05,2.39,65.8,11.72,87.9,580.7,98.7,109.8,119.7,95.4,62.1,38.6,28.4,21.5,17.9,23.6,42.1,72.3,730,10.28,75.06,8.58,0.41,6.5,78.83,7.44,1.19,0.14,2.15,1.41,0.52,5.6,43.37,22.57,36.49,40.94,0.23,305.13,100
s2146,369.2,707,269,360,54.1,273,0.229,9.1,159.9,145.5,142.18,14.61,14.8,21.41,0.297,21.9,8.9,0.185,9.2,69,69,809.7,4,0.09,15.38,13.18,16.31,11.89,11.44,10.47,12.01,11.09,10.4,9.45,11.92,12.28,4.53,6.21,10.3,15.11,19.39,23.28,25.03,24.65,21.52,15.59,10.18,5.82,1.05,1.8,59.7,11.73,48.3,580.9,89,100.8,112,90.1,55.8,33.4,22.8,14.9,12.4,14.2,31.1,59.9,636.5,7.2,79.98,5.5,1.33,5.23,79.63,5.53,3.08,0.13,3.67,1.4,0.61,5.63,38.66,19.62,37.28,43.09,0.22,295.28,100
s2148,314.9,504,257,315,24.3,262,0.235,4.9,226.5,138.97,136.46,14.78,15,21.69,0.194,22.2,8.99,0.137,9.3,67.7,68,817.8,4.3,0.083,14.65,12.63,15.3,11.14,11.42,9.73,11.65,10.99,10,9.21,10.86,11.43,4.77,6.47,10.65,15.32,19.66,23.6,25.34,24.92,21.78,15.84,10.45,6.05,0.83,1.41,55.4,12.66,141.6,580.4,79.6,91.6,100.6,78.3,50.7,29.6,20.3,13.2,11,12,25.1,49.9,561.9,37.94,44.84,11.68,1.19,25.94,51.09,10.5,3.61,0.13,1.81,1.38,0.28,5.61,56.43,34.17,29.92,35.91,0.26,294.6,100
s2184,332.2,473,279,329,24.6,280,0.274,3.5,169.4,137.3,138.69,15.56,15.9,22.3,0.243,22.7,9.18,0.16,9.3,66.9,67,845.5,2,0.107,14.33,12.95,15.83,11.33,10.99,10.39,11.97,9.64,8.93,8.34,11.21,11.35,5.47,7.28,11.25,15.92,20.07,23.74,25.45,24.96,22,16.21,10.88,6.64,0.69,1.65,50.3,12.51,150.6,532.5,76.9,89.9,100,78.8,50.8,29.9,21.2,12.6,9.3,10.8,24.4,48.6,553.1,15.35,45.65,27.51,1.55,7.6,50.76,16.93,5.2,0.14,1.78,1.38,0.29,5.8,57.55,34.65,30.25,35.11,0.26,310.48,73.8
s2207,200.4,401,131,190,48.3,136,0.257,8.6,256.6,146.04,145.6,16.54,16.6,23.12,0.367,23.6,10.49,0.515,10,69,69,903.4,2,0.087,14.76,12.52,16.08,12.53,11.8,11.27,12.98,9.44,11.37,8.58,12.13,12.61,6.07,8.1,12.14,16.72,20.96,24.79,26.51,26.09,23.16,17.03,11.56,7.4,0.95,1.19,32,11.92,190,572.1,87.2,96.7,107.6,84.6,54.4,33.6,22.2,13.6,11.1,11.1,26.6,57.5,606.2,31.9,57.91,5.61,1.75,29.99,51.27,10.22,4.48,0.13,1.48,1.48,0.43,5.5,49.69,34.05,41.36,24.59,0.29,357.74,100
s2210,176.9,453,53,168,49.3,75,0.31,6,165.4,146.83,147.47,16.6,17.1,23.31,0.428,23.7,10.27,0.406,10.8,69.2,70,905.4,1.5,0.098,15.28,12.7,16.65,12.63,11.75,11.18,13.08,9.2,11.04,8.58,12.16,12.58,6.16,8.23,12.25,16.78,21.01,24.83,26.53,26.1,23.19,17.12,11.65,7.5,0.88,1.79,36.1,12.33,189.1,573.8,84.9,95.2,106.1,85.2,53.4,32.6,21.4,12.9,10.2,9.1,23.7,52.2,586.8,19.07,58.83,7.94,1.02,14.7,60.86,7.44,2.72,0.13,1.65,1.46,0.44,5.51,45.74,27.55,40.47,31.98,0.28,367.73,100
s2346,575.1,787,353,584,77.7,354,0.512,14,217.1,111.76,114.94,6.77,7.9,13.01,0.492,14.6,0.99,0.216,2.1,67,68,554,28,0.107,7.36,6.04,8.27,8.69,9.46,13.24,10.62,10.26,11.01,8.81,9.36,8.67,-5.82,-5.12,-0.15,6.36,12.19,16.83,19.01,18.22,14.49,8.75,2.76,-3.39,0.7,2.16,40.5,11.07,49.5,639.4,19.4,12,30.1,96.3,94.5,64.5,38.5,26.7,30.6,36.2,51.4,35.4,535.5,3.12,78.15,10.06,0.98,5.94,64.9,15.98,2.73,0.11,2.66,1.42,0.85,3.91,50.68,20.2,53.96,25.84,0.26,98.72,100
s2349,461.6,667,371,458,56.5,375,0.306,5,276,117.45,112.43,7.68,7.9,13.46,0.34,14.3,1.45,0.477,1.6,68.4,68,589.7,27.3,0.097,7.91,6.47,8.28,9.08,9.37,12.17,10.98,11.19,11.79,10.02,10.56,9.8,-5.39,-4.9,-0.06,6.42,12.35,17.33,19.69,18.82,15.2,9.35,3.33,-2.77,0.56,2.25,42.9,11.96,139.8,685.3,26.7,17.7,40.2,105,88.2,57.2,34.3,24.8,30.3,38.5,59.4,46.3,568.5,5.85,49.45,29.8,2.94,5.87,46.14,24.36,5.23,0.13,2.18,1.37,2.28,2.75,53.28,17.48,58.23,24.29,0.3,111.92,100
s2374,479.7,690,365,469,57,365,0.353,10,245.2,115.11,114.76,8.43,8.6,14.31,0.426,15,2.67,0.229,2.6,68.9,69,610.3,23.4,0.099,7.66,6.94,9.42,9.04,10.38,12.74,11.8,10.4,10.55,7.77,9.36,8.65,-4.53,-3.39,1.61,8.02,13.63,18.25,20.41,19.63,15.74,9.72,4,-1.9,0.84,1.5,39.6,12.01,99.2,602.3,25.1,20.7,55,97.6,72.6,48.7,32.1,22.6,21.4,25,39.6,37.6,497.9,10,67,21.89,0.13,11.71,78.63,8.62,0.51,0.12,2.43,1.37,0.56,4.22,42.01,24.23,55,20.77,0.3,114.15,100
s2377,489.5,787,236,477,85.6,238,0.46,9.5,219.3,113.95,105.01,7.73,9.5,13.8,0.833,16.3,1.7,0.701,3.5,68.1,67,588.2,25.5,0.103,7.41,6.33,8.54,9.03,9.76,12.8,11.17,10.65,11.08,8.69,9.64,8.91,-5.14,-4.36,0.59,7.05,12.83,17.59,19.81,18.99,15.28,9.38,3.43,-2.64,0.75,2.53,40.4,11.65,104.5,651.8,24.1,17.5,43.9,99.1,82.5,55.6,34.9,24.8,26.9,32.5,49.1,39.5,530.4,5.22,68.71,17.74,1.13,6.57,67.05,13.87,3.48,0.12,2.92,1.41,0.88,3.37,51.4,20.63,53.6,25.77,0.28,111.26,100
s2387,559.5,916,253,563,133.8,255,0.462,9.7,261.2,116.35,106.26,8.78,9.9,14.37,1.067,16.8,2.87,0.705,4.1,69.6,67,615.1,23.1,0.076,8.53,7.57,9.84,9.59,11.1,11.38,11.66,10.16,10.49,7.83,9.69,8.51,-4.16,-2.88,1.86,8.25,13.72,18.23,20.35,19.69,15.92,9.79,4.09,-1.69,0.79,2.15,41.2,11.45,79.3,640.2,30.2,28,66.9,105.9,81.3,52,34.3,22.9,24.4,27,42.9,41,557,9.79,67.82,19.74,1.01,10.93,73.37,10.88,3.95,0.12,3.64,1.37,0.56,4.27,42.75,22.26,52.94,24.8,0.28,115.75,100
s2426,370.6,517,250,370,42.4,283,0.452,18.1,135.3,111.2,109.17,10.44,11,17.34,0.366,17.8,4.09,0.538,5.6,68.4,70,674.6,17,0.078,8.39,7.25,9.65,9.15,11.11,10.62,11.28,10.23,8.79,7.35,9.06,8.35,-1.25,-0.13,4.62,10.44,15.71,20.29,22.39,21.67,18.02,11.74,5.87,0.62,0.94,1.78,31.2,12.28,122.8,422.4,35.5,43.1,74.8,67.6,51.1,33.7,22.5,16.2,13.1,14.4,24.3,36.7,433,6.47,81.78,10.45,0.35,15.31,67.9,14.63,1.03,0.14,1.72,1.42,0.53,3.72,41.94,31.87,55.66,12.47,0.37,115.11,100
s2437,743,1023,396,764,99.9,412,0.553,10.6,293.2,125.66,116.48,8.52,9.1,14.54,0.656,16.3,2.91,0.464,3.1,74.1,70,594.4,25.7,0.067,9.78,8.67,10.8,10.7,11.97,11.59,13.16,10.79,9.6,8.31,10,9.94,-3.22,-2.12,2.42,8.35,13.6,17.88,19.99,19.31,15.8,9.75,4.14,-1.26,0.71,1.46,38.9,11.75,52.2,673.5,33.3,30.6,71.7,118.7,99.3,63.1,44,32.4,27.3,31,47.3,45.1,643.9,7.82,68.8,18.32,3.04,8.38,66.67,11.75,9.81,0.11,4.29,1.38,0.62,4.68,39.68,20.9,53.14,25.96,0.25,123.31,100
s2445,615.6,1023,219,654,176,224,0.493,10.8,246.5,117.65,100.08,8.85,11.1,14.74,1.132,17.3,3.21,0.816,5.4,71.3,66,612.9,23.4,0.076,8.64,7.83,9.93,10.18,11.5,10.88,11.98,10.51,9.8,7.88,9.57,8.74,-3.24,-2.06,2.54,8.56,13.93,18.33,20.48,19.81,16.22,10.05,4.45,-1.15,0.8,1.64,37.3,11.44,76.9,671.4,30.6,29.4,67.9,103.4,82.2,51.8,34.3,24.3,22.6,25.5,39.6,40,551.8,9.52,65.61,22.32,1.24,11.32,68.77,14.45,4.15,0.12,3.61,1.38,0.58,4.47,41.73,22.19,53.47,24.34,0.27,114.57,100
s2449,560.9,1476,216,503,235.2,218,0.274,14.4,245.7,121.79,97.92,9.69,10.6,15.95,1.544,16.9,3.61,1.184,5.2,72.1,68,640.6,20.2,0.079,9.22,8.2,10.41,10.03,11.99,11.65,12.71,10.9,9.81,7.99,9.63,9.23,-2.11,-1.02,3.57,9.38,14.62,19.02,21.12,20.42,16.9,10.78,5.05,-0.23,0.84,1.87,33.4,11.69,94,651.9,37.8,41,77.6,91.7,72.9,48.7,34.4,25.8,23,25.6,38.4,44,560.9,10.18,72.57,14.93,0.99,14.34,67.7,13.02,3.68,0.12,2.8,1.38,0.57,4.75,40.13,24.82,54.76,20.42,0.3,121.05,100
s2471,331.9,412,297,330,21.3,299,0.303,1.1,345.9,105.51,104.66,8.36,8.3,14.67,0.227,15.2,2.96,0.225,3.2,69,69,612.4,23.1,0.116,6.27,5.68,7.24,8.9,9.19,11.45,10.45,9.85,10.8,8.42,9.06,8.19,-4.01,-3.35,1.67,7.87,13.77,18.78,21.04,20.17,16.49,10.51,4.53,-1.49,0.91,1.24,34.9,12.81,1104.4,487.6,27.2,19.9,49.2,97.6,71.1,48,29.9,22.1,22.4,28.1,46.9,42.8,505.2,10.07,33.04,32.3,16.87,8.94,34.27,26.4,21.4,0.13,1.38,1.54,0.54,1.18,59.99,21.48,56.07,22.45,0.37,116.08,100
